Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win/Loss (Fighter1),Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Marcelo Golm,Timothy Johnson,Heavyweight,U-DEC,3,5:00,Lose,67%,9,6,3,0,4.27,58%,4.3,45%,0.45,50%,87%,0.5,75%,16,12,4,0,3.43,45%,3.08,44%,1.09,24%,69%,0
Marlon Vera,Douglas Silva de Andrade,Bantamweight,U-DEC,3,5:00,Lose,70%,33,23,9,1,4.31,49%,5.48,50%,0.53,39%,70%,0.9,85%,34,29,5,0,3.66,38%,3.99,58%,0.61,46%,70%,0.2
Anthony Smith,Thiago Santos,Middleweight,KO/TKO Kick,2,1:03,Lose,66%,56,37,19,0,3.21,48%,4.47,46%,0.49,26%,48%,0.6,67%,33,22,11,0,3.72,48%,2.57,53%,0.88,33%,65%,0.1
Tim Means,Sergio Moraes,Welterweight,S-DEC,3,5:00,Lose,69%,48,33,15,0,5.1,49%,3.65,60%,1.16,42%,65%,0.2,67%,21,14,6,1,2.42,42%,3.73,59%,1.2,38%,75%,0.4
Damir Hadzovic,Alan Patrick,Lightweight,U-DEC,3,5:00,Lose,67%,21,14,7,0,3.36,48%,3.26,62%,0.78,55%,34%,0.2,79%,19,15,4,0,1.82,40%,2.95,43%,3.01,33%,43%,0.3
Maia Stevenson,Polyana Viana,Women's Strawweight,SUB Rear Naked Choke,1,3:50,Lose,55%,11,6,5,0,1.57,54%,3.13,33%,3.91,100%,50%,0,65%,20,13,7,0,2.99,40%,2.65,53%,0.82,33%,38%,1.9
Joe Soto,Iuri Alcantara,Bantamweight,KO/TKO Punches,1,1:06,Lose,72%,25,18,7,0,3.36,41%,5.37,67%,0.85,21%,70%,1.9,78%,45,35,10,0,2.72,45%,2.79,49%,1.44,62%,60%,0.8
Joseph Morales,Deiveson Figueiredo,Flyweight,KO/TKO Punches,2,4:34,Lose,82%,11,9,2,0,1.58,37%,1.72,60%,0.53,50%,23%,2.6,85%,27,23,3,1,3.01,55%,3.38,50%,1.65,42%,58%,1.7
Derek Brunson,Jacare Souza,Middleweight,KO/TKO Kick,1,3:50,Lose,72%,32,23,9,0,3.51,47%,3.05,51%,3.14,33%,85%,0.6,72%,36,26,10,0,2.53,47%,2.83,62%,2.57,39%,57%,1.3
Dennis Bermudez,Andre Fili,Featherweight,S-DEC,3,5:00,Lose,65%,26,17,9,0,4.42,46%,3.07,59%,3.89,40%,82%,1.1,68%,34,23,11,0,3.85,37%,4.11,51%,2.16,47%,69%,0.3
Jordan Rinaldi,Gregor Gillespie,Lightweight,KO/TKO Punches,1,4:46,Lose,67%,21,14,7,0,1.56,35%,2.32,59%,1.45,35%,20%,1.2,93%,15,14,1,0,3.74,52%,2.3,57%,6.86,48%,100%,0.8
Frank Camacho,Drew Dober,Welterweight,U-DEC,3,5:00,Lose,69%,32,22,10,0,6.56,46%,7.44,51%,1.11,31%,73%,0,68%,40,27,13,0,4.34,40%,4.23,51%,0.71,18%,56%,0.1
Erik Koch,Bobby Green,Lightweight,U-DEC,3,5:00,Lose,73%,22,16,6,0,2.33,42%,2.82,47%,1.02,42%,81%,1,68%,47,32,15,0,6.45,52%,3.75,62%,1.19,38%,74%,0.3
Godofredo Pepey,Mirsad Bektic,Featherweight,KO/TKO Punch,1,2:47,Lose,68%,19,13,6,0,2.32,38%,3.23,47%,0.37,7%,35%,1.5,76%,17,13,4,0,2.43,41%,1.8,57%,3.98,52%,92%,0.4
Mara Romero Borella,Katlyn Cerminara,Women's Flyweight,U-DEC,3,5:00,Lose,57%,21,12,9,0,2.54,37%,2.48,71%,1.83,44%,66%,0.2,75%,24,18,6,0,4.58,34%,4.48,62%,0.31,15%,50%,0.3
Juliana Lima,Randa Markos,Women's Strawweight,U-DEC,3,5:00,Lose,64%,14,9,5,0,1.94,44%,2.11,55%,1.72,31%,70%,0,46%,24,11,12,1,2.97,43%,3.1,58%,1.12,28%,52%,0.2
Justine Kish,Ji Yeon Kim,Women's Flyweight,S-DEC,3,5:00,Lose,64%,11,7,4,0,4.51,48%,4.59,57%,0.87,33%,50%,0.1,50%,18,9,7,2,5.37,36%,5.41,56%,0,0%,50%,0.1
Joaquim Silva,Vinc Pichel,Lightweight,U-DEC,3,5:00,Lose,72%,18,13,5,0,3.61,41%,4.51,54%,0.45,60%,64%,0.7,82%,17,14,3,0,3.56,47%,2.5,58%,3,54%,23%,0.2
George Sullivan,Niko Price,Welterweight,SUB Rear Naked Choke,2,4:21,Lose,71%,24,17,7,0,3.53,39%,2.42,57%,1.37,20%,38%,0.7,68%,22,15,7,0,5.46,42%,5.6,48%,0.7,20%,64%,0.7
Austin Arnett,Cory Sandhagen,Featherweight,KO/TKO Punches,2,3:48,Lose,73%,22,16,6,0,4.52,41%,6.38,62%,0.44,18%,57%,0.2,81%,21,17,4,0,5.33,44%,3.4,58%,1.36,33%,64%,0.3
Francis Ngannou,Stipe Miocic,Heavyweight,U-DEC,5,5:00,Lose,85%,20,17,3,0,2.33,41%,2.16,41%,0.76,62%,71%,0.3,83%,24,20,4,0,4.82,53%,3.82,54%,1.86,34%,68%,0
Volkan Oezdemir,Daniel Cormier,Light Heavyweight,KO/TKO Punches,2,2:00,Lose,73%,26,19,7,0,4.59,47%,3.92,55%,0.57,33%,80%,0.1,88%,25,22,3,0,4.25,52%,2.92,54%,1.83,44%,80%,0.4
Shane Burgos,Calvin Kattar,Featherweight,KO/TKO Punch,3,0:32,Lose,83%,18,15,3,0,7.4,52%,6.78,56%,0.43,44%,91%,0.4,74%,31,23,8,0,4.76,39%,6.75,54%,0.39,29%,72%,0.1
Francimar Barroso,Gian Villante,Light Heavyweight,S-DEC,3,5:00,Lose,73%,26,19,7,0,2.77,52%,3.07,59%,2.22,24%,83%,0,55%,31,17,14,0,4.38,44%,5.47,55%,0.45,23%,83%,0
Thomas Almeida,Rob Font,Bantamweight,KO/TKO Kick,2,2:24,Lose,81%,27,22,5,0,4.84,43%,4.93,61%,0.17,14%,75%,0,71%,28,20,8,0,5.53,45%,3.65,56%,0.89,35%,46%,0.3
Brandon Davis,Kyle Bochniak,Featherweight,U-DEC,3,5:00,Lose,58%,24,14,10,0,4.68,35%,4.62,58%,0.74,42%,57%,0.1,62%,13,8,5,0,2.63,31%,5.11,58%,1.14,15%,62%,0
Sabah Homasi,Abdul Razak Alhassan,Welterweight,KO/TKO Punch,1,3:47,Lose,58%,19,11,8,0,4.98,48%,6.91,47%,2.8,50%,66%,0,67%,18,12,6,0,3.37,48%,3.99,55%,0.89,38%,50%,0.2
Alexandre Pantoja,Dustin Ortiz,Flyweight,U-DEC,3,5:00,Lose,84%,32,27,5,0,4.32,49%,3.9,50%,2.2,48%,67%,1,70%,27,19,8,0,2.94,44%,2.17,56%,3.01,36%,52%,0.1
Dan Ige,Julio Arce,Featherweight,U-DEC,3,5:00,Lose,72%,25,18,7,0,3.76,45%,3.52,57%,1.06,26%,58%,0.3,76%,25,19,6,0,4.36,36%,3.05,68%,0.46,28%,96%,0.3
Matt Bessette,Enrique Barzola,Featherweight,U-DEC,3,5:00,Lose,71%,31,22,9,0,4.36,41%,4.45,58%,0.64,28%,61%,0.3,71%,24,17,5,2,3.91,41%,2.97,68%,4.2,45%,66%,0.3
Gleison Tibau,Islam Makhachev,Lightweight,KO/TKO Punch,1,0:57,Lose,70%,47,33,14,0,1.95,31%,2.51,63%,4.08,53%,92%,0.8,96%,26,25,1,0,2.46,60%,1.27,61%,3.17,60%,90%,1
Dooho Choi,Jeremy Stephens,Featherweight,KO/TKO Punch,2,2:36,Lose,74%,19,14,4,1,4.74,53%,4.91,54%,0.29,20%,50%,0,60%,47,28,19,0,3.17,40%,3.05,58%,1.16,38%,65%,0.4
Paige VanZant,Jessica-Rose Clark,Women's Flyweight,U-DEC,3,5:00,Lose,62%,13,8,5,0,3.35,52%,2.62,42%,1.27,33%,34%,1,55%,20,11,9,0,3.73,51%,3.51,58%,1.66,42%,62%,0.3
Emil Meek,Kamaru Usman,Welterweight,U-DEC,3,5:00,Lose,64%,14,9,5,0,2.52,39%,2.53,38%,0.25,33%,47%,1,83%,24,20,4,0,4.36,52%,2.74,54%,2.82,45%,89%,0.1
Michael Johnson,Darren Elkins,Featherweight,SUB Rear Naked Choke,2,2:22,Lose,55%,42,23,19,0,4.27,39%,3.83,57%,0.62,41%,81%,0,72%,39,28,11,0,3.44,38%,3.27,52%,2.85,35%,56%,1.1
Alex White,James Krause,Lightweight,U-DEC,3,5:00,Lose,68%,19,13,6,0,3.76,42%,3.07,60%,0.92,28%,71%,0.5,76%,37,28,9,0,4.79,49%,4.11,61%,0.96,18%,59%,0.9
Matt Frevola,Marco Polo Reyes,Lightweight,KO/TKO Punch,1,1:00,Lose,69%,16,11,4,1,3.71,42%,3.57,59%,2.59,40%,42%,0.9,53%,15,8,7,0,6,37%,5.52,59%,0,0%,46%,0
Talita Bernardo,Irene Aldana,Women's Bantamweight,U-DEC,3,5:00,Lose,60%,10,6,4,0,3.12,42%,4.04,55%,1.62,22%,28%,0.5,68%,22,15,7,0,5.24,40%,6.33,57%,0.16,50%,76%,0.2
Guido Cannetti,Kyung Ho Kang,Bantamweight,SUB Triangle Choke,1,4:53,Lose,56%,18,10,8,0,3.44,55%,2.84,51%,2.27,55%,64%,0.4,66%,29,19,10,0,3.35,48%,3.33,55%,1.87,57%,68%,0.8
Kalindra Faria,Jessica Eye,Women's Flyweight,S-DEC,3,5:00,Lose,67%,27,18,8,1,2.23,56%,1.44,45%,1.31,66%,20%,0.7,58%,26,15,11,0,3.86,37%,4.19,55%,0.58,40%,57%,0.5
Danielle Taylor,JJ Aldrich,Women's Strawweight,U-DEC,3,5:00,Lose,69%,13,9,4,0,2.75,29%,3.31,71%,0.2,20%,70%,0.2,68%,19,13,6,0,4.05,46%,4.53,60%,0.71,25%,66%,0
Mike Santiago,Mads Burnell,Featherweight,U-DEC,3,5:00,Lose,61%,31,19,12,0,3.44,49%,3.58,36%,2.66,50%,53%,1.1,75%,12,9,3,0,1.28,41%,2.71,51%,3.45,47%,22%,0.4
Holly Holm,Cristiane Justino,Women's Featherweight,U-DEC,5,5:00,Lose,68%,22,15,7,0,3.13,40%,2.92,55%,0.87,30%,76%,0.1,91%,23,21,2,0,7.28,52%,2.25,64%,0.66,55%,94%,0.4
Edson Barboza,Khabib Nurmagomedov,Lightweight,U-DEC,3,5:00,Lose,69%,35,24,11,0,4.18,45%,4.34,57%,0.48,50%,75%,0.1,100%,29,29,0,0,4.1,48%,1.75,65%,5.32,48%,84%,0.8
Marc Diakiese,Dan Hooker,Lightweight,SUB Guillotine Choke,3,0:42,Lose,71%,24,17,7,0,2.54,40%,2.64,52%,3.29,43%,66%,0,66%,35,23,12,0,5.08,48%,4.76,51%,0.79,34%,80%,0.4
Cynthia Calvillo,Carla Esparza,Women's Strawweight,U-DEC,3,5:00,Lose,56%,16,9,6,1,4.41,38%,4.12,64%,1.8,44%,77%,0.8,74%,27,20,7,0,2.16,40%,2.69,55%,3.22,35%,47%,0.3
Carlos Condit,Neil Magny,Welterweight,U-DEC,3,5:00,Lose,70%,46,32,14,0,3.66,39%,2.67,55%,0.59,46%,38%,1,71%,41,29,12,0,3.47,46%,2.42,52%,2.17,40%,54%,0.3
Michal Oleksiejczuk,Khalil Rountree Jr.,Light Heavyweight,Overturned,3,5:00,NC,73%,26,19,7,0,5.06,50%,4.26,61%,0.75,44%,48%,0,74%,19,14,5,0,3.84,39%,4.18,50%,0,0%,58%,0.1
Ricky Glenn,Myles Jury,Featherweight,U-DEC,3,5:00,Lose,69%,32,22,8,2,3.94,43%,4.1,51%,0.55,13%,68%,0.4,81%,21,17,4,0,2.94,42%,2.16,66%,2.16,55%,50%,0.3
Omari Akhmedov,Marvin Vettori,Middleweight,M-DEC,3,5:00,Draw,75%,28,21,6,1,2.97,34%,2.84,55%,2.58,45%,65%,0.2,70%,27,19,7,1,4.56,45%,4.24,56%,1.66,45%,69%,0.5
Louis Smolka,Matheus Nicolau,Flyweight,U-DEC,3,5:00,Lose,65%,26,17,9,0,4.67,47%,4.11,53%,1.69,35%,32%,1.8,79%,24,19,4,1,3.66,53%,3.14,66%,1.48,45%,93%,0.9
Mark De La Rosa,Tim Elliott,Bantamweight,SUB Anaconda Choke,2,1:41,Lose,69%,16,11,5,0,3.13,35%,5,48%,0.54,13%,40%,0.2,60%,35,21,13,1,3.39,44%,2.66,56%,3.73,47%,59%,1
Robbie Lawler,Rafael Dos Anjos,Welterweight,U-DEC,5,5:00,Lose,65%,46,30,16,0,3.85,47%,4.67,59%,0.65,64%,65%,0,67%,48,32,16,0,3.48,47%,3.21,60%,1.95,35%,55%,0.6
Ricardo Lamas,Josh Emmett,Featherweight,KO/TKO Punch,1,4:33,Lose,71%,28,20,8,0,3.13,47%,2.87,57%,1.84,33%,46%,0.9,83%,23,19,4,0,4.04,36%,4.61,61%,0.91,37%,46%,0.1
Mike Perry,Santiago Ponzinibbio,Welterweight,U-DEC,3,5:00,Lose,64%,22,14,8,0,4.32,47%,5.16,52%,0.81,40%,78%,0.2,81%,37,30,7,0,4.9,41%,4.67,61%,0.48,30%,60%,0
Misha Cirkunov,Glover Teixeira,Light Heavyweight,KO/TKO Punches,1,2:45,Lose,63%,24,15,9,0,3.86,51%,3.06,57%,4.15,39%,76%,1.7,79%,42,33,9,0,3.73,49%,4.43,51%,2.11,33%,60%,0.9
Jared Cannonier,Jan Blachowicz,Light Heavyweight,U-DEC,3,5:00,Lose,74%,23,17,6,0,4.68,52%,4.13,59%,0.44,42%,63%,0,73%,40,29,10,1,3.41,50%,2.91,53%,1.09,50%,68%,0.3
Darren Stewart,Julian Marquez,Middleweight,SUB Guillotine Choke,2,2:42,Lose,60%,20,12,8,0,3.05,45%,3.29,48%,1.75,45%,67%,0.1,69%,13,9,4,0,4.86,44%,4.99,51%,0,0%,53%,2.6
Galore Bofando,Chad Laprise,Welterweight,KO/TKO Punches,1,4:10,Lose,63%,8,5,3,0,3.63,45%,3.63,54%,2.37,100%,50%,0,76%,17,13,4,0,4.78,42%,3.59,65%,1.05,54%,78%,0
Danny Roberts,Nordine Taleb,Welterweight,KO/TKO Kick,1,0:59,Lose,69%,26,18,8,0,3.18,39%,3.73,50%,0.24,9%,57%,0.2,68%,22,15,7,0,3.66,51%,2.62,66%,1.94,76%,73%,0
Abel Trujillo,John Makdessi,Lightweight,U-DEC,3,5:00,Lose,65%,23,15,8,0,2.65,41%,2.31,59%,2.18,45%,40%,0.4,67%,27,18,9,0,5.52,49%,4.15,68%,0,0%,86%,0
Oluwale Bamgbose,Alessio Di Chirico,Middleweight,KO/TKO Knee,2,2:14,Lose,60%,10,6,4,0,2.45,48%,2.7,55%,0.94,33%,37%,0,65%,20,13,7,0,3.32,39%,3.44,61%,1.46,39%,83%,0
Erick Silva,Jordan Mein,Welterweight,U-DEC,3,5:00,Lose,68%,28,19,9,0,2.5,48%,4.18,49%,0.85,35%,56%,1.4,72%,43,31,12,0,3.35,44%,2.55,69%,1.56,58%,66%,0.2
Cub Swanson,Brian Ortega,Featherweight,SUB Guillotine Choke,2,3:22,Lose,69%,42,29,13,0,4.7,50%,3.84,59%,1.09,52%,61%,0.4,84%,19,16,3,0,4.07,38%,6.54,49%,1.17,27%,57%,1.2
Jason Knight,Gabriel Benitez,Featherweight,U-DEC,3,5:00,Lose,80%,25,20,5,0,2.95,33%,3.02,51%,1.31,31%,47%,1.7,66%,35,23,12,0,4.92,41%,4.26,62%,0.24,50%,55%,1
Aljamain Sterling,Marlon Moraes,Bantamweight,KO/TKO Knee,1,1:07,Lose,86%,28,24,4,0,4.61,52%,2.3,58%,2.31,27%,45%,0.7,68%,34,23,10,1,3.37,40%,4.53,54%,0.87,41%,46%,0.3
Darrell Horcher,Scott Holtzman,Lightweight,U-DEC,3,5:00,Lose,76%,17,13,4,0,2.05,44%,4.21,39%,0.35,50%,47%,0.7,70%,20,14,6,0,4.32,47%,3.66,55%,1.88,56%,67%,0.2
Markus Perez,Eryk Anders,Middleweight,U-DEC,3,5:00,Lose,71%,17,12,5,0,2.6,47%,3.72,52%,0.81,25%,77%,1,67%,24,16,8,0,3.41,47%,4.17,50%,1.79,26%,79%,0.1
Albert Morales,Benito Lopez,Bantamweight,U-DEC,3,5:00,Lose,58%,12,7,4,1,3.81,35%,3.96,56%,0.91,35%,70%,0.2,83%,12,10,2,0,4.39,45%,5.18,56%,0,0%,73%,0.3
Liz Carmouche,Alexis Davis,Women's Flyweight,S-DEC,3,5:00,Lose,65%,20,13,7,0,2.78,54%,2.51,61%,2.57,51%,65%,0.3,66%,32,21,11,0,4.63,49%,4.45,54%,0.95,44%,34%,0.7
Luke Sanders,Andre Soukhamthath,Bantamweight,KO/TKO Punches,2,1:06,Lose,72%,18,13,5,0,6.61,52%,4.37,50%,0.71,30%,72%,0.2,62%,21,13,8,0,2.77,44%,4.31,49%,1.25,53%,58%,0.2
Carls John De Tomas,Alex Perez,Bantamweight,SUB Anaconda Choke,2,1:54,Lose,75%,8,6,2,0,1.74,37%,3.93,44%,1.37,33%,66%,0,75%,32,24,8,0,4.12,46%,3.14,59%,2.26,44%,82%,1
Merab Dvalishvili,Frankie Saenz,Bantamweight,S-DEC,3,5:00,Lose,81%,21,17,4,0,4.5,41%,2.37,57%,6.43,36%,80%,0.3,65%,20,13,7,0,3.94,47%,3.5,52%,1.74,31%,61%,0.1
Iuri Alcantara,Alejandro Perez,Bantamweight,U-DEC,3,5:00,Lose,78%,45,35,10,0,2.72,45%,2.79,49%,1.44,62%,60%,0.8,70%,33,23,9,1,3.45,35%,3.18,61%,0.54,22%,70%,0.3
Chris Gruetzemacher,Davi Ramos,Lightweight,SUB Rear Naked Choke,3,0:50,Lose,75%,20,15,5,0,6.18,57%,4.96,52%,0.21,50%,65%,0,71%,14,10,4,0,2.64,37%,3.44,56%,1.95,40%,83%,0.6
Antonio Braga Neto,Trevin Giles,Middleweight,KO/TKO Punches,3,2:27,Lose,75%,12,9,3,0,1.36,33%,3.92,45%,3.07,37%,0%,0.5,73%,22,16,6,0,3.27,55%,2.22,58%,1.19,50%,71%,0.3
Jose Aldo,Max Holloway,Featherweight,KO/TKO Punches,3,4:51,Lose,79%,39,31,8,0,3.57,46%,3.74,60%,0.49,54%,91%,0.1,79%,33,26,7,0,7.17,48%,4.72,59%,0.25,53%,84%,0.3
Alistair Overeem,Francis Ngannou,Heavyweight,KO/TKO Punch,1,1:42,Lose,71%,66,47,19,0,3.67,64%,2.44,57%,1.42,55%,73%,0.8,85%,20,17,3,0,2.33,41%,2.16,41%,0.76,62%,71%,0.3
Sergio Pettis,Henry Cejudo,Flyweight,U-DEC,3,5:00,Lose,78%,23,18,5,0,3.88,37%,2.91,65%,0.85,40%,67%,0.4,80%,20,16,4,0,3.77,46%,3.29,60%,1.99,32%,75%,0.2
Justin Gaethje,Eddie Alvarez,Lightweight,KO/TKO Knee,3,3:59,Lose,83%,30,25,5,0,6.78,59%,7.46,52%,0.11,25%,75%,0,83%,35,29,6,0,4.32,41%,4.39,55%,2.92,36%,92%,0.5
Michelle Waterson-Gomez,Tecia Pennington,Women's Strawweight,U-DEC,3,5:00,Lose,60%,30,18,12,0,3.56,46%,4.19,49%,1.42,32%,70%,0.7,68%,19,13,6,0,4.74,48%,3.59,61%,0.66,14%,61%,0.1
Charles Oliveira,Paul Felder,Lightweight,KO/TKO Elbows,2,4:06,Lose,77%,44,34,10,0,3.39,53%,3.2,51%,2.17,40%,55%,2.8,74%,23,17,6,0,3.7,44%,3.44,48%,0.29,28%,64%,0.2
Alex Oliveira,Yancy Medeiros,Welterweight,KO/TKO Punches,3,2:02,Lose,65%,34,22,12,0,2.99,51%,2.55,46%,2.35,38%,63%,0.6,65%,23,15,8,0,4.36,37%,5.67,47%,0.33,50%,73%,0.7
Drakkar Klose,David Teymur,Lightweight,U-DEC,3,5:00,Lose,82%,17,14,2,1,4.33,55%,3.4,52%,1.78,30%,68%,0,80%,10,8,2,0,4.69,43%,3.53,55%,0.94,33%,77%,0
Cortney Casey,Felice Herrig,Women's Strawweight,S-DEC,3,5:00,Lose,50%,20,10,10,0,4.29,39%,4,55%,0.39,31%,39%,0.5,58%,24,14,10,0,3.84,37%,5.19,48%,1.08,28%,75%,0.8
Angela Magana,Amanda Cooper,Women's Strawweight,KO/TKO Punches,2,4:34,Lose,55%,20,11,9,0,1.53,28%,4.92,42%,0.4,25%,28%,0.4,38%,8,3,5,0,3.55,44%,3.2,51%,1.53,38%,28%,1.8
Sabah Homasi,Abdul Razak Alhassan,Welterweight,KO/TKO Punches,1,4:21,Lose,58%,19,11,8,0,4.98,48%,6.91,47%,2.8,50%,66%,0,67%,18,12,6,0,3.37,48%,3.99,55%,0.89,38%,50%,0.2
Jeremy Kimball,Dominick Reyes,Light Heavyweight,SUB Rear Naked Choke,1,3:39,Lose,65%,23,15,8,0,2.81,46%,3.84,49%,1.41,20%,50%,0,75%,16,12,4,0,4.75,50%,3.77,48%,0.36,28%,80%,0.4
Allen Crowder,Justin Willis,Heavyweight,KO/TKO Punch,1,2:33,Lose,71%,14,10,4,0,2.95,51%,2.95,56%,1.85,33%,100%,1.2,80%,10,8,2,0,3.37,59%,2.57,57%,0.96,66%,36%,0
Roxanne Modafferi,Nicco Montano,Women's Flyweight,U-DEC,5,5:00,Lose,54%,46,25,21,0,3.35,30%,5.7,51%,1.35,23%,30%,0.1,63%,8,5,3,0,5.6,41%,4.43,64%,2.25,54%,69%,0.4
Terrion Ware,Sean O'Malley,Bantamweight,U-DEC,3,5:00,Lose,65%,26,17,9,0,4.02,32%,6.07,50%,0.5,22%,44%,0,95%,19,18,1,0,7.63,61%,3.52,62%,0.35,42%,62%,0.3
Barb Honchak,Lauren Murphy,Women's Flyweight,S-DEC,3,5:00,Lose,71%,14,10,4,0,4.04,30%,4.67,66%,0,0%,0%,1.3,73%,22,16,6,0,4.05,39%,5.25,55%,1.03,25%,69%,0.1
Eric Spicely,Gerald Meerschaert,Middleweight,KO/TKO Kick,2,2:18,Lose,67%,18,12,6,0,3.71,45%,5.72,55%,1.31,20%,75%,1,68%,53,36,17,0,3.18,45%,3.37,53%,2.17,38%,34%,1.6
Melinda Fabian,DeAnna Bennett,Women's Flyweight,M-DEC,3,5:00,Draw,40%,10,4,4,2,4.03,41%,4,62%,0,0%,100%,0,67%,12,8,3,1,3.13,58%,3.27,58%,0,0%,0%,1
Joe Soto,Brett Johns,Bantamweight,SUB Calf Slicer,1,0:30,Lose,72%,25,18,7,0,3.36,41%,5.37,67%,0.85,21%,70%,1.9,89%,19,17,2,0,2.86,49%,3.84,53%,4.92,49%,58%,1
Christina Marks,Montana De La Rosa,Women's Flyweight,SUB Armbar,1,2:00,Lose,47%,17,8,9,0,5,58%,3,64%,7.5,100%,0%,0,55%,22,12,9,1,2.7,36%,3.21,44%,1.71,31%,64%,0.8
Andrew Sanchez,Ryan Janes,Middleweight,KO/TKO Punch,3,0:58,Lose,65%,20,13,7,0,4.3,43%,5.1,50%,2.55,36%,100%,0,77%,13,10,3,0,7.69,48%,5.53,59%,0.35,100%,58%,0
Karine Gevorgyan,Rachael Ostovich,Women's Flyweight,SUB Armbar,1,1:40,Lose,50%,6,3,3,0,1.2,20%,1.8,76%,0,0%,0%,0,40%,10,4,6,0,2.54,43%,3.97,57%,2.03,83%,66%,0.8
Ariel Beck,Shana Dobson,Women's Flyweight,KO/TKO Punch,2,2:53,Lose,44%,9,4,5,0,4.44,34%,4.31,64%,0,0%,0%,0,44%,9,4,5,0,3.34,37%,5.2,50%,0.84,50%,14%,0
Emily Whitmire,Gillian Robertson,Women's Flyweight,SUB Armbar,1,2:12,Lose,44%,9,4,5,0,2.5,31%,2.98,54%,1.9,66%,70%,0.5,62%,21,13,8,0,2.61,46%,3.12,56%,2.53,43%,43%,1
Michael Bisping,Kelvin Gastelum,Middleweight,KO/TKO Punch,1,2:30,Lose,77%,39,30,9,0,4.33,38%,2.71,65%,1.05,43%,63%,0.3,67%,27,18,9,0,3.55,41%,3.23,58%,0.96,30%,59%,0.1
Zak Ottow,Li Jingliang,Welterweight,KO/TKO Punches,1,2:57,Lose,71%,24,17,7,0,2.63,36%,2.73,58%,0.97,29%,57%,0.4,70%,27,19,8,0,4.46,42%,3.84,57%,1.25,41%,60%,0
Alex Caceres,Wang Guan,Featherweight,S-DEC,3,5:00,Lose,60%,35,21,14,0,4.16,50%,2.93,63%,0.56,68%,64%,0.7,91%,22,20,1,1,4.73,43%,3.27,60%,0,0%,0%,0
Muslim Salikhov,Alex Garcia,Welterweight,SUB Rear Naked Choke,2,3:22,Lose,79%,24,19,5,0,3.36,51%,2.94,62%,1.27,40%,73%,0,71%,21,15,6,0,1.81,31%,3.03,59%,3.72,52%,66%,0.1
Sheymon Moraes,Zabit Magomedsharipov,Featherweight,SUB Anaconda Choke,3,4:30,Lose,73%,15,11,4,0,3,42%,3.64,63%,0,0%,53%,0,95%,19,18,1,0,4.89,48%,3,64%,5.22,56%,77%,0.8
Bobby Nash,Song Kenan,Welterweight,KO/TKO Punches,1,0:15,Lose,67%,12,8,4,0,3.42,37%,3.95,51%,2.37,33%,100%,1.6,71%,28,20,8,0,4.36,46%,6.38,50%,0.34,50%,61%,0
Kailin Curran,Yan Xiaonan,Women's Strawweight,U-DEC,3,5:00,Lose,44%,9,4,5,0,3.89,43%,4.75,53%,2,57%,61%,0.6,82%,22,18,4,0,4.97,44%,3.66,58%,1,73%,62%,0
Bharat Kandare,Song Yadong,Featherweight,SUB Guillotine Choke,1,4:16,Lose,63%,8,5,3,0,0.7,10%,1.88,72%,0,0%,0%,0,72%,29,21,8,0,4.49,43%,3.96,55%,0.66,40%,72%,0.2
Chase Sherman,Shamil Abdurakhimov,Heavyweight,KO/TKO Punches,1,1:24,Lose,57%,28,16,12,0,6.04,45%,6.65,52%,0.09,50%,74%,0,71%,28,20,8,0,2.41,44%,3.02,55%,1.01,23%,45%,0.1
Wu Yanan,Gina Mazany,Women's Bantamweight,U-DEC,3,5:00,Lose,68%,19,13,6,0,4.23,41%,4.95,49%,0.62,30%,63%,0.2,54%,13,7,6,0,3.73,50%,3.52,50%,4.34,52%,33%,0.2
Wulijiburen,Rolando Dy,Featherweight,U-DEC,3,5:00,Lose,69%,29,20,9,0,1.61,42%,3.02,56%,3.28,42%,77%,0.4,56%,16,9,7,0,3.04,37%,4.47,52%,0.3,20%,68%,0
Hu Yaozong,Cyril Asker,Heavyweight,SUB Rear Naked Choke,2,2:33,Lose,50%,6,3,3,0,3.35,48%,5.09,35%,0,0%,33%,0.4,69%,13,9,4,0,3.35,39%,5.82,35%,4.41,62%,100%,0.9
Marcin Tybura,Fabricio Werdum,Heavyweight,U-DEC,5,5:00,Lose,76%,33,25,8,0,3.6,48%,3.35,55%,1.43,33%,79%,0.1,71%,34,24,9,1,3.59,52%,2.64,55%,1.75,31%,31%,1.2
Bec Rawlings,Jessica-Rose Clark,Women's Flyweight,S-DEC,3,5:00,Lose,47%,15,7,8,0,4.48,42%,5.66,57%,0.71,40%,68%,0.4,55%,20,11,9,0,3.73,51%,3.51,58%,1.66,42%,62%,0.3
